bedrooms,bathrooms,sqft_living,lat,long
2,1.0,1150,47.5729,-122.31
3,1.75,1830,47.5723,-122.309
2,1.0,1070,47.5726,-122.308
2,1.0,790,47.6833,-122.395
3,1.5,1470,47.3658,-122.148
4,1.0,2000,47.5529,-122.268
5,2.5,2720,47.557,-122.308
4,1.75,1820,47.5569,-122.31
4,2.5,2450,47.6899,-122.319
2,1.0,1080,47.6899,-122.32
3,2.0,1560,47.6892,-122.319
3,2.25,2210,47.6891,-122.318
4,4.0,3180,47.6887,-122.319
3,1.0,1390,47.6881,-122.32
3,1.0,2270,47.688,-122.32
2,1.0,1260,47.687,-122.32
5,2.5,2660,47.6176,-122.223
2,1.0,860,47.735,-122.306
3,2.0,1540,47.7372,-122.307
3,1.75,1720,47.6875,-122.202
3,2.25,2100,47.4544,-122.366
4,3.25,3230,47.3559,-122.023
4,2.5,3370,47.3562,-122.022
4,1.75,2690,47.4951,-122.352
4,1.5,1730,47.4905,-122.347
3,3.5,3940,47.438,-122.344
5,2.0,2250,47.3065,-122.219
2,1.75,870,47.275,-122.278
3,2.5,1560,47.2653,-122.285
3,1.0,1510,47.2649,-122.285
3,1.75,2240,47.2635,-122.284
4,1.75,1880,47.2633,-122.281
3,1.0,1220,47.2622,-122.282
3,1.75,1580,47.2598,-122.281
3,2.5,1808,47.2598,-122.281
3,1.5,1660,47.2589,-122.279
3,1.0,1100,47.3003,-122.27
2,1.0,770,47.2997,-122.269
4,2.5,4073,47.2949,-122.27
3,1.75,1780,47.2949,-122.269
3,1.75,2100,47.2924,-122.271
3,1.5,1810,47.2887,-122.269
3,2.5,2220,47.2864,-122.264
3,2.5,2507,47.2867,-122.27
4,3.5,3828,47.2851,-122.277
4,1.0,1340,47.2845,-122.267
2,1.75,1220,47.2853,-122.265
4,2.0,2370,47.2831,-122.279
3,1.0,920,47.2816,-122.269
2,2.75,1770,47.2773,-122.276
3,1.0,1370,47.2769,-122.264
2,1.5,1320,47.2755,-122.271
3,1.0,1900,47.2738,-122.271
4,2.0,1360,47.2718,-122.265
2,1.0,1780,47.2712,-122.265
3,1.75,2259,47.2741,-122.266
3,2.25,2060,47.2758,-122.265
3,2.25,1606,47.7175,-122.284
3,3.0,1296,47.7175,-122.284
3,3.0,1520,47.7176,-122.284
3,2.5,2020,47.6927,-122.206
4,2.5,2370,47.7064,-122.224
2,2.5,2000,47.7056,-122.223
3,2.5,2840,47.7049,-122.224
3,2.5,2510,47.7051,-122.223
3,4.0,5120,47.7052,-122.223
3,2.0,1670,47.725,-122.2
4,2.0,1440,47.7245,-122.2
3,2.0,1640,47.7244,-122.2
3,1.0,1310,47.7253,-122.197
3,1.0,940,47.7268,-122.229
3,1.0,1160,47.7267,-122.227
3,1.75,1320,47.7267,-122.226
3,1.0,1160,47.7263,-122.229
3,1.75,1490,47.72,-122.229
4,1.5,1320,47.7016,-122.199
3,2.75,2770,47.7011,-122.206
3,1.75,1780,47.7171,-122.193
3,1.0,1470,47.7155,-122.194
3,1.0,1120,47.7182,-122.194
5,4.5,4270,47.699,-122.206
2,1.0,1430,47.6996,-122.203
4,4.25,4590,47.6973,-122.205
4,2.5,2300,47.6988,-122.202
3,2.5,2600,47.6984,-122.201
3,1.0,1660,47.708,-122.216
5,2.5,2820,47.7081,-122.215
3,2.5,3930,47.7022,-122.224
2,0.75,750,47.6985,-122.229
3,2.5,2510,47.6982,-122.231
3,2.75,2730,47.6987,-122.231
3,3.5,4110,47.6996,-122.229
4,2.75,2900,47.7004,-122.229
3,2.5,2820,47.7019,-122.228
3,2.5,2680,47.7031,-122.224
4,2.75,3010,47.7005,-122.232
4,2.5,2980,47.704,-122.245
4,2.75,3030,47.7019,-122.243
3,3.0,4560,47.7024,-122.243
4,2.25,2510,47.7041,-122.241
4,1.75,1940,47.7021,-122.241
5,3.25,2180,47.7078,-122.234
2,1.75,1210,47.7078,-122.234
3,1.5,1330,47.7167,-122.233
4,3.5,2350,47.6947,-122.19
3,2.5,2010,47.732,-122.197
3,1.75,1400,47.7312,-122.202
3,1.0,1220,47.7317,-122.201
3,1.5,1310,47.7328,-122.201
4,2.75,3140,47.7064,-122.232
3,1.75,1010,47.7317,-122.231
3,1.0,1010,47.732,-122.231
4,2.5,2700,47.4694,-122.263
3,1.0,1080,47.777,-122.307
3,1.0,960,47.7766,-122.307
3,2.25,1680,47.7341,-121.981
4,2.25,2510,47.7345,-121.967
4,2.5,2980,47.734,-121.965
3,2.5,1790,47.7344,-121.965
3,1.5,1810,47.3585,-122.067
3,2.25,2370,47.7281,-122.168
3,2.25,1590,47.7742,-122.287
4,2.5,1700,47.3582,-122.191
4,2.5,2810,47.4045,-122.208
3,2.5,2480,47.4044,-122.208
5,3.5,3430,47.4065,-122.207
4,1.75,2120,47.7753,-122.365
3,2.5,1920,47.7256,-121.97
3,2.5,1890,47.3673,-122.031
3,2.5,1890,47.3684,-122.031
4,2.5,3000,47.3655,-122.028
3,2.5,2130,47.3655,-122.027
3,2.5,2390,47.3659,-122.029
4,2.5,3200,47.3666,-122.03
4,2.5,2750,47.3671,-122.029
3,2.5,1690,47.3691,-122.031
4,2.5,3000,47.369,-122.032
5,3.75,3860,47.3694,-122.032
3,1.75,1180,47.4818,-122.094
3,1.0,1150,47.6867,-122.345
4,2.75,2660,47.6864,-122.347
3,2.0,1460,47.6864,-122.345
3,3.0,2340,47.6868,-122.348
2,1.0,880,47.6868,-122.349
3,1.75,1800,47.6867,-122.349
4,2.25,1880,47.6864,-122.349
3,2.0,1340,47.6857,-122.349
3,1.75,1680,47.686,-122.346
3,1.75,1560,47.6846,-122.345
3,1.5,1360,47.6846,-122.345
2,1.0,700,47.6846,-122.346
2,1.0,990,47.6839,-122.345
4,1.5,1880,47.6835,-122.347
3,1.0,1240,47.6835,-122.347
3,2.0,2500,47.1927,-122.01
3,2.75,1850,47.1928,-122.01
4,2.5,1920,47.1932,-122.008
3,2.25,2160,47.1927,-122.011
3,2.0,1760,47.1923,-122.014
4,2.25,1770,47.4192,-122.201
4,2.25,1770,47.4192,-122.202
4,1.75,2250,47.7633,-122.199
3,1.0,1760,47.7623,-122.2
3,2.5,2650,47.7756,-122.273
4,1.0,1600,47.277,-122.211
4,1.5,1440,47.502,-122.228
3,2.25,1810,47.4997,-122.231
2,1.0,1770,47.4974,-122.231
4,2.0,2430,47.4979,-122.232
5,1.75,2840,47.4961,-122.235
4,2.25,2350,47.6657,-122.067
4,2.25,2390,47.6651,-122.067
3,2.25,2320,47.6645,-122.068
3,1.75,1810,47.4484,-122.194
5,2.5,2250,47.4486,-122.194
5,1.0,1410,47.5453,-122.278
3,1.0,1200,47.5414,-122.281
5,2.0,2760,47.5396,-122.276
4,2.0,1910,47.6101,-122.295
3,2.25,2450,47.3739,-122.172
3,2.5,1760,47.3731,-122.172
4,2.5,2810,47.3251,-122.186
4,2.5,3361,47.3269,-122.165
4,2.5,3281,47.3273,-122.163
4,2.5,2311,47.3276,-122.163
4,2.5,1983,47.3281,-122.164
3,1.5,1490,47.7623,-122.256
3,2.25,1880,47.7623,-122.256
5,2.75,2840,47.7618,-122.253
3,1.0,1520,47.7635,-122.262
3,1.0,1050,47.7635,-122.262
4,2.5,2060,47.764,-122.262
4,3.0,2450,47.7721,-122.235
4,2.5,2460,47.7719,-122.235
4,2.5,2900,47.7717,-122.236
3,1.75,1660,47.7647,-122.263
3,2.0,2360,47.7633,-122.262
4,1.5,2150,47.7635,-122.263
4,1.75,2520,47.7642,-122.264
3,1.75,1460,47.7713,-122.265
3,2.75,2080,47.7698,-122.238
2,1.0,1180,47.7273,-122.236
4,2.0,2070,47.7264,-122.237
3,3.0,1850,47.7717,-122.25
4,2.5,1820,47.735,-121.985
4,2.5,1820,47.7351,-121.985
3,2.5,1590,47.7344,-121.986
3,3.0,1290,47.7282,-122.296
2,2.0,1180,47.7252,-122.297
3,1.0,1180,47.7281,-122.299
4,1.75,2030,47.7278,-122.297
3,2.25,1890,47.73,-122.297
3,1.75,1510,47.7728,-122.258
4,2.25,1880,47.7731,-122.257
3,2.75,2010,47.7728,-122.253
4,1.75,1970,47.7719,-122.255
4,1.75,2120,47.771,-122.258
4,2.75,2200,47.7713,-122.259
3,2.25,2440,47.7705,-122.26
4,3.25,3090,47.7058,-122.131
4,4.5,4040,47.7067,-122.131
4,2.5,2590,47.7047,-122.128
4,2.5,2260,47.7047,-122.128
4,2.5,2930,47.7065,-122.13
4,2.5,3230,47.7069,-122.131
4,2.5,2940,47.7054,-122.129
3,2.5,2680,47.7043,-122.128
4,2.5,3350,47.7498,-122.181
3,1.0,1150,47.494,-122.307
3,1.0,1130,47.4935,-122.306
4,1.5,1360,47.4931,-122.305
3,2.25,2820,47.4944,-122.304
2,1.0,960,47.494,-122.304
5,1.5,2000,47.4945,-122.304
3,2.25,1730,47.3823,-122.166
3,2.25,2130,47.383,-122.168
3,2.25,1970,47.3821,-122.171
3,2.25,1630,47.3801,-122.166
3,1.75,1490,47.3817,-122.166
4,2.5,2130,47.3815,-122.169
3,2.5,2770,47.5754,-122.12
3,1.0,930,47.3745,-122.231
3,1.75,2010,47.373,-122.185
3,1.0,1200,47.3746,-122.183
3,1.0,1200,47.3746,-122.183
3,1.5,1660,47.353,-122.172
3,1.0,1580,47.3542,-122.181
3,1.0,1340,47.3527,-122.178
3,2.5,1730,47.3507,-122.178
3,2.0,1340,47.3504,-122.177
3,2.5,1730,47.3499,-122.177
4,1.5,1760,47.3871,-122.224
3,2.25,1710,47.3911,-122.191
3,2.5,2313,47.3572,-122.202
3,2.75,2692,47.3569,-122.202
3,2.5,2540,47.3358,-122.055
3,2.0,1580,47.3338,-122.053
3,2.5,2010,47.3338,-122.052
4,2.5,2320,47.3349,-122.059
4,2.5,2690,47.3343,-122.058
4,2.5,1996,47.3365,-122.051
3,2.5,1880,47.3366,-122.052
3,2.5,1880,47.3359,-122.054
3,2.5,1780,47.3352,-122.052
3,1.75,1570,47.3876,-122.216
3,1.0,1200,47.3724,-122.277
3,1.75,1100,47.3717,-122.277
4,2.25,2140,47.3655,-122.291
3,2.25,1740,47.3663,-122.285
4,2.75,2440,47.3662,-122.282
3,1.75,1480,47.3657,-122.28
4,2.75,1500,47.3665,-122.276
4,2.0,1850,47.3666,-122.277
3,2.0,1810,47.3656,-122.278
5,2.75,3030,47.3661,-122.28
2,1.5,1150,47.7298,-122.286
3,1.0,1250,47.7289,-122.291
3,1.5,1480,47.728,-122.292
4,1.0,1170,47.7281,-122.289
3,2.0,2020,47.7278,-122.287
3,1.75,1430,47.7218,-122.299
3,3.25,1760,47.7201,-122.301
2,1.75,2050,47.6209,-122.219
4,3.0,6430,47.6208,-122.219
4,2.75,4280,47.6185,-122.219
3,2.5,3110,47.6112,-122.226
3,1.0,1350,47.7186,-122.236
3,2.0,1650,47.7145,-122.231
3,1.75,1810,47.7143,-122.233
3,1.75,1380,47.7119,-122.233
3,1.0,900,47.7146,-122.234
4,2.75,2080,47.7149,-122.235
2,1.75,1440,47.498,-122.35
3,2.5,2570,47.2582,-122.196
4,2.5,2906,47.2599,-122.192
4,2.5,2578,47.2603,-122.194
4,2.5,2547,47.2592,-122.194
4,2.5,2701,47.2586,-122.194
3,1.0,1870,47.5771,-122.391
6,1.75,2460,47.6721,-122.323
4,1.75,2100,47.6721,-122.329
4,2.0,1760,47.6711,-122.331
4,1.0,1560,47.6711,-122.331
2,1.0,1010,47.6711,-122.329
2,1.0,1860,47.6714,-122.329
2,1.0,920,47.6711,-122.328
2,1.0,850,47.6707,-122.328
4,1.75,2100,47.6695,-122.333
4,1.75,2060,47.6698,-122.325
4,1.0,1620,47.6696,-122.324
4,1.0,1430,47.6696,-122.324
2,1.0,950,47.6698,-122.323
2,1.0,980,47.6688,-122.323
2,1.0,1120,47.6688,-122.324
3,1.5,1540,47.6692,-122.325
4,2.5,2660,47.5894,-122.197
4,2.75,2500,47.5901,-122.198
5,1.75,1790,47.5945,-122.201
3,1.75,1480,47.5915,-122.202
4,2.75,2030,47.282,-122.303
3,2.0,1370,47.2802,-122.303
3,2.25,1970,47.7651,-122.277
3,2.5,1650,47.5336,-121.838
3,2.5,1800,47.5337,-121.841
3,2.5,1800,47.5338,-121.841
3,2.5,1570,47.5342,-121.842
3,2.5,1800,47.5342,-121.841
3,2.5,1790,47.534,-121.841
3,2.5,1800,47.5342,-121.841
3,1.5,980,47.6923,-122.201
5,3.0,3620,47.5512,-122.191
4,3.25,3780,47.5508,-122.192
4,1.75,2000,47.5925,-122.391
2,1.5,1800,47.5934,-122.39
2,1.0,1000,47.5935,-122.39
3,2.5,1420,47.5429,-122.387
3,2.5,1690,47.5404,-122.387
3,2.25,1670,47.5402,-122.387
3,2.25,1590,47.5402,-122.387
2,1.75,1030,47.5394,-122.387
3,2.0,1440,47.345,-122.283
3,2.5,1970,47.3462,-122.286
3,2.5,1740,47.3948,-122.435
4,3.25,2630,47.5459,-122.377
2,2.0,1670,47.5461,-122.377
2,1.0,770,47.5459,-122.379
5,1.75,2250,47.7217,-122.188
6,1.75,2490,47.7252,-122.187
5,2.75,3050,47.7249,-122.187
4,2.25,2400,47.7207,-122.184
6,2.25,2930,47.7188,-122.185
4,1.5,1810,47.7207,-122.186
3,1.0,1600,47.7198,-122.182
4,1.75,3050,47.7228,-122.183
4,2.0,1560,47.7281,-122.181
5,2.75,2830,47.731,-122.179
4,1.75,1700,47.7308,-122.18
5,1.75,1960,47.7256,-122.18
4,2.25,2060,47.7258,-122.177
4,2.75,2560,47.7278,-122.177
5,2.25,3550,47.7285,-122.179
5,2.75,2440,47.7283,-122.17
4,1.75,2310,47.731,-122.166
3,1.75,1310,47.7319,-122.167
5,2.5,2080,47.7334,-122.168
3,2.25,2090,47.7334,-122.167
4,2.75,3210,47.7338,-122.169
3,2.0,1620,47.7288,-122.171
3,1.75,1520,47.7358,-122.175
3,1.75,1930,47.735,-122.174
4,2.25,1910,47.7352,-122.175
3,2.25,1870,47.734,-122.174
4,1.75,1910,47.7344,-122.173
1,2.25,2140,47.7352,-122.17
3,1.75,1820,47.734,-122.17
3,1.75,1790,47.7362,-122.172
3,1.0,1070,47.3377,-122.291
3,2.25,1930,47.2624,-122.299
4,2.5,3135,47.3263,-122.18
4,3.0,2560,47.3274,-122.178
3,1.5,1780,47.3375,-122.291
3,2.25,1660,47.3599,-122.188
4,1.0,1430,47.7417,-122.172
3,1.75,1000,47.7417,-122.172
3,1.0,1810,47.7427,-122.172
3,1.0,900,47.7423,-122.173
4,1.0,1140,47.742,-122.173
3,1.0,1290,47.74,-122.173
3,1.75,1470,47.6256,-122.362
3,1.5,1640,47.509,-122.251
3,1.75,1990,47.5086,-122.252
3,1.75,1830,47.5087,-122.25
2,1.75,1870,47.5071,-122.249
1,0.75,1040,47.5078,-122.251
2,2.5,1280,47.6273,-122.359
3,2.5,1580,47.6276,-122.359
3,2.5,1580,47.6276,-122.359
3,2.5,2660,47.6264,-122.363
3,2.5,1350,47.6265,-122.364
3,2.5,2660,47.6264,-122.364
5,3.25,3410,47.6285,-122.361
4,2.5,3280,47.6285,-122.362
2,1.5,910,47.627,-122.361
6,3.0,2790,47.627,-122.361
4,3.25,1900,47.5869,-122.311
3,1.0,1050,47.5867,-122.311
5,2.75,1970,47.5868,-122.308
2,1.0,950,47.5864,-122.301
3,1.75,1330,47.6599,-122.135
3,1.75,1600,47.6601,-122.135
4,2.5,2520,47.6558,-122.135
3,1.0,860,47.4987,-122.341
3,1.0,860,47.4987,-122.341
4,3.5,3230,47.6838,-122.212
2,1.0,1150,47.6841,-122.213
4,2.5,2580,47.6853,-122.21
4,2.5,2580,47.6852,-122.21
4,2.5,2580,47.6853,-122.21
3,2.5,1810,47.6885,-122.211
4,5.0,5810,47.6878,-122.212
5,4.0,3310,47.6914,-122.214
3,1.75,1220,47.6886,-122.211
3,1.75,1490,47.6916,-122.214
3,2.0,1360,47.6879,-122.208
2,2.0,1460,47.6857,-122.208
4,3.5,3500,47.6848,-122.208
4,3.25,3470,47.6845,-122.209
2,1.0,1040,47.6823,-122.203
4,3.25,3730,47.6824,-122.199
4,2.75,2090,47.6829,-122.195
3,1.5,1300,47.6821,-122.196
4,3.75,4030,47.6821,-122.196
5,3.75,3630,47.6816,-122.199
4,2.0,1740,47.6815,-122.198
3,3.25,3690,47.6815,-122.2
4,2.0,2130,47.6807,-122.199
3,2.25,2430,47.6812,-122.196
5,3.25,3930,47.6802,-122.208
6,1.5,1680,47.6798,-122.206
3,2.5,2044,47.6791,-122.209
2,2.5,1470,47.6874,-122.165
6,5.0,2850,47.6813,-122.187
2,1.0,920,47.6831,-122.189
4,2.5,2650,47.683,-122.187
4,2.5,2680,47.6835,-122.187
4,3.5,3380,47.6839,-122.19
3,2.0,1980,47.6839,-122.195
4,2.5,3430,47.6842,-122.196
4,2.5,2280,47.6883,-122.168
3,1.0,2110,47.688,-122.168
3,2.0,1270,47.6876,-122.168
5,1.5,1550,47.6811,-122.169
4,3.5,4120,47.681,-122.167
3,1.0,1160,47.6818,-122.165
4,2.0,2120,47.6859,-122.166
3,1.75,3600,47.6893,-122.167
4,2.5,3030,47.6675,-122.176
3,3.5,4070,47.659,-122.174
3,2.5,4460,47.6573,-122.173
3,1.75,1390,47.7002,-122.192
5,3.75,4360,47.6936,-122.19
3,1.5,1110,47.6717,-122.184
3,1.75,1150,47.6709,-122.185
3,1.75,1660,47.6704,-122.184
3,2.25,2520,47.6704,-122.183
3,1.0,1020,47.6795,-122.202
3,2.0,2310,47.6727,-122.174
3,1.75,1290,47.6707,-122.174
4,2.75,3610,47.6706,-122.173
3,1.75,1010,47.6703,-122.174
5,2.0,2150,47.5582,-122.388
3,1.75,1190,47.5576,-122.388
4,2.25,1800,47.692,-122.184
4,2.75,2150,47.6915,-122.183
4,2.5,2100,47.6909,-122.186
3,3.5,3470,47.711,-122.229
3,1.75,1700,47.2874,-122.187
2,1.0,1280,47.5341,-122.279
3,1.75,1350,47.5336,-122.278
3,1.75,1350,47.5336,-122.278
3,1.0,2320,47.5327,-122.276
2,2.0,1480,47.5317,-122.276
3,2.25,1850,47.5696,-122.02
3,2.5,1580,47.5692,-122.021
3,2.5,2070,47.5665,-122.023
3,2.25,2010,47.5665,-122.023
3,2.25,1470,47.5674,-122.019
3,2.25,1610,47.5675,-122.019
3,2.25,1850,47.5669,-122.017
3,2.25,1440,47.5662,-122.017
3,2.25,1440,47.5658,-122.018
3,2.25,1470,47.5667,-122.018
3,2.25,1450,47.5665,-122.018
3,2.25,1470,47.5672,-122.018
4,2.5,2670,47.5627,-122.018
4,2.5,2870,47.5632,-122.017
3,2.5,1640,47.5684,-122.018
3,2.5,1440,47.5688,-122.019
3,2.25,1670,47.5688,-122.017
3,2.5,2010,47.568,-122.018
3,2.5,1860,47.5674,-122.017
3,2.5,2060,47.567,-122.012
3,2.5,2280,47.5688,-122.014
4,2.5,2960,47.5677,-122.013
4,2.5,2340,47.5679,-122.011
4,2.5,2700,47.5685,-122.012
4,2.5,2770,47.5688,-122.012
5,3.25,3370,47.5632,-122.015
3,2.5,1880,47.5737,-122.018
3,2.0,1330,47.5745,-122.017
3,2.5,1910,47.5738,-122.017
4,2.5,2270,47.574,-122.013
4,2.5,2420,47.5748,-122.013
3,2.5,2160,47.5751,-122.014
4,3.25,3030,47.5747,-122.014
3,2.25,1760,47.5754,-122.013
3,2.5,2120,47.5781,-122.018
4,2.5,2010,47.5782,-122.018
3,2.25,1690,47.5756,-122.01
3,2.5,1800,47.5746,-122.009
3,2.5,1910,47.5752,-122.009
4,2.5,2570,47.5763,-122.0
4,2.5,2640,47.5787,-122.0
4,2.5,1980,47.579,-122.001
5,2.5,2200,47.5772,-122.001
3,2.5,1740,47.5783,-122.001
4,2.5,2260,47.5752,-121.995
4,2.5,2440,47.5744,-121.993
4,2.5,2680,47.5738,-121.992
4,2.5,2500,47.5759,-121.994
4,2.5,2700,47.5771,-121.994
4,2.5,2920,47.5759,-121.995
4,2.5,2090,47.5718,-121.996
3,2.25,1990,47.5707,-121.996
4,2.25,1990,47.5712,-121.995
3,2.5,1670,47.5707,-121.999
3,2.5,2030,47.5718,-121.999
3,2.5,2180,47.5714,-122.002
4,3.0,2190,47.5693,-122.002
3,2.5,1930,47.5694,-122.001
3,2.5,1930,47.5791,-122.001
3,2.5,2060,47.5793,-122.002
4,2.5,2080,47.5703,-121.998
4,2.5,2630,47.5662,-122.0
3,2.5,1880,47.5664,-121.999
3,2.5,2050,47.5689,-121.995
4,2.5,1900,47.5691,-121.996
4,2.75,1950,47.5698,-121.999
3,2.5,1820,47.5703,-121.996
4,2.75,2390,47.5703,-121.996
4,2.75,2180,47.5702,-121.995
4,3.0,2170,47.5673,-121.999
4,2.5,2560,47.5717,-121.991
4,2.5,2430,47.5714,-121.991
4,2.5,2550,47.5695,-121.992
4,2.5,3120,47.5699,-121.993
3,2.5,1530,47.569,-122.007
3,2.25,1640,47.5689,-122.006
4,2.5,2030,47.5692,-122.006
4,2.25,1860,47.5699,-122.006
3,2.5,1860,47.5703,-122.004
3,2.25,1710,47.5691,-122.004
4,2.5,1780,47.5695,-122.006
4,2.5,2040,47.5719,-122.007
4,2.5,2070,47.5706,-122.006
3,2.5,2180,47.5723,-122.007
3,1.75,2320,47.3121,-122.253
5,2.5,3860,47.3117,-122.254
3,1.0,1010,47.3043,-122.216
3,2.25,1460,47.7145,-122.356
0,0.0,1470,47.7145,-122.356
3,2.25,1400,47.7147,-122.356
4,1.75,2630,47.7158,-122.366
4,2.5,2460,47.7133,-122.361
4,3.0,2750,47.7134,-122.361
5,2.5,2070,47.4997,-122.364
5,2.0,2110,47.5164,-122.267
4,3.0,2390,47.294,-122.218
4,2.0,2610,47.4672,-122.296
3,2.0,1690,47.2132,-122.001
4,2.5,2610,47.6848,-122.326
4,2.5,4070,47.6838,-122.327
4,3.5,3130,47.6849,-122.327
4,2.25,2740,47.7117,-122.278
5,2.0,3540,47.7108,-122.277
5,1.75,2250,47.7108,-122.279
3,1.0,920,47.7114,-122.284
3,1.0,920,47.7114,-122.284
4,2.0,1650,47.7117,-122.286
4,2.5,2398,47.452,-122.204
4,2.5,1812,47.4513,-122.202
2,1.75,1820,47.6928,-122.323
3,3.25,2130,47.5424,-122.391
3,1.0,980,47.7746,-122.239
3,1.5,1390,47.7025,-122.196
5,1.5,1890,47.7196,-122.197
4,2.5,2490,47.4813,-122.188
4,2.5,2510,47.4818,-122.188
4,2.5,2760,47.4802,-122.189
4,2.5,2770,47.4815,-121.768
3,1.75,2180,47.4831,-121.767
3,1.75,1990,47.65,-122.415
3,2.0,1640,47.5636,-122.316
3,3.25,2220,47.5665,-122.316
5,3.0,3670,47.5648,-122.316
3,1.0,1370,47.5646,-122.317
4,2.75,2470,47.5631,-122.317
2,1.75,1650,47.5622,-122.319
2,2.0,1960,47.5629,-122.32
4,1.75,1620,47.5746,-122.311
3,1.75,1680,47.5745,-122.311
3,1.5,2150,47.5733,-122.312
4,2.0,1780,47.7746,-122.323
3,1.5,1490,47.7739,-122.322
5,1.75,1830,47.7734,-122.315
5,2.5,2520,47.7733,-122.318
4,3.0,2270,47.7722,-122.315
5,2.5,2100,47.7723,-122.317
3,1.75,1650,47.7733,-122.324
3,1.5,1430,47.772,-122.322
3,1.75,2650,47.7716,-122.317
2,1.0,1360,47.7689,-122.315
2,0.5,1180,47.769,-122.316
3,1.5,1610,47.7674,-122.31
4,1.75,1810,47.7681,-122.311
3,2.5,1470,47.7651,-122.323
4,2.5,2060,47.7686,-122.317
2,1.0,720,47.7678,-122.316
6,1.75,2400,47.7661,-122.313
4,2.0,1580,47.7659,-122.31
6,3.0,3300,47.6557,-122.344
3,2.0,1640,47.6546,-122.344
4,2.75,2490,47.6551,-122.344
3,1.0,1200,47.3156,-122.128
3,1.0,1330,47.3174,-122.127
0,0.0,290,47.5308,-121.888
3,2.5,2620,47.3513,-122.1
3,2.0,2190,47.3542,-122.098
3,2.5,2720,47.6894,-122.195
4,2.5,2420,47.6893,-122.197
4,2.5,3030,47.689,-122.196
4,1.75,1640,47.5334,-122.168
3,2.25,2670,47.4608,-122.354
4,1.75,1680,47.4612,-122.352
4,2.5,2050,47.4597,-122.355
3,2.0,1860,47.4598,-122.352
3,1.75,2430,47.4972,-122.233
4,1.75,2220,47.7136,-122.29
3,1.0,2020,47.7136,-122.288
3,1.0,1400,47.7124,-122.289
3,1.0,1380,47.7134,-122.288
2,1.0,1190,47.7135,-122.287
2,1.0,770,47.7406,-122.302
4,3.0,1940,47.7381,-122.302
2,1.0,770,47.7458,-122.298
2,1.0,770,47.7467,-122.3
4,2.0,1780,47.745,-122.302
2,1.0,770,47.7439,-122.301
4,2.5,2810,47.5846,-122.12
5,2.75,2830,47.5828,-122.118
6,2.25,3830,47.5849,-122.113
3,3.5,2620,47.5845,-122.115
3,2.75,2250,47.6033,-122.287
4,2.5,2710,47.604,-122.288
4,2.0,2280,47.6034,-122.289
7,4.0,3150,47.5259,-122.279
3,1.0,970,47.5282,-122.279
3,1.75,2380,47.5294,-122.279
2,1.0,810,47.5313,-122.28
2,1.0,900,47.5287,-122.281
3,1.0,1620,47.5263,-122.286
5,2.75,1650,47.5293,-122.285
3,1.5,1240,47.5294,-122.285
1,0.75,780,47.4396,-122.104
3,2.0,1590,47.4365,-122.106
4,2.0,2680,47.3182,-122.279
3,1.75,1230,47.3171,-122.279
3,1.0,1540,47.3259,-122.289
3,1.0,1080,47.32,-122.278
3,2.5,2714,47.3185,-122.275
4,2.75,2656,47.3162,-122.272
3,2.5,2450,47.3746,-122.026
3,2.5,3080,47.3752,-122.029
3,2.5,3080,47.3726,-122.025
4,2.25,2070,47.7765,-122.276
3,1.75,1250,47.7613,-122.274
4,3.25,3330,47.7596,-122.275
3,3.0,2990,47.7602,-122.278
4,3.5,2710,47.7601,-122.286
3,1.75,1660,47.7564,-122.286
5,2.5,2670,47.7565,-122.284
5,2.5,3260,47.7587,-122.274
3,2.0,2200,47.7584,-122.271
3,1.5,1970,47.7562,-122.277
3,2.25,2210,47.7574,-122.279
3,2.5,2280,47.7733,-122.266
4,2.5,2070,47.773,-122.265
4,1.75,1820,47.7606,-122.28
5,3.0,3670,47.7589,-122.277
3,1.0,1580,47.7552,-122.276
4,2.75,2750,47.7749,-122.283
4,2.5,2430,47.7761,-122.285
4,2.5,2520,47.7751,-122.284
3,2.0,1940,47.774,-122.283
3,1.75,1900,47.7748,-122.291
5,2.0,2540,47.7754,-122.291
5,3.25,2860,47.7757,-122.295
3,1.75,1820,47.7772,-122.296
2,1.0,910,47.7712,-122.299
4,2.5,2550,47.7682,-122.284
4,1.75,2270,47.7637,-122.281
5,3.0,2560,47.7657,-122.284
3,2.25,2620,47.7643,-122.273
3,2.25,2070,47.7635,-122.274
3,2.5,2370,47.7634,-122.277
3,1.75,1490,47.7626,-122.297
5,2.5,2840,47.7609,-122.297
4,1.75,2040,47.7611,-122.298
3,1.75,1360,47.7583,-122.306
3,1.75,1520,47.7516,-122.299
4,2.5,2310,47.7544,-122.303
4,2.75,3250,47.7557,-122.309
3,1.75,1830,47.7554,-122.306
3,2.0,1230,47.7548,-122.305
3,1.0,950,47.7543,-122.306
3,1.0,1240,47.7542,-122.307
3,2.25,1830,47.7574,-122.31
3,1.75,1650,47.7596,-122.304
4,1.0,1460,47.7602,-122.306
3,1.0,1010,47.7601,-122.307
3,2.5,1950,47.7603,-122.307
4,1.0,1510,47.761,-122.307
4,2.5,1910,47.7615,-122.309
4,2.25,1750,47.7612,-122.31
3,1.5,1040,47.7583,-122.302
3,1.0,910,47.7586,-122.303
3,2.25,2090,47.7598,-122.303
3,1.75,1790,47.749,-122.305
4,2.5,2820,47.7494,-122.304
2,1.0,1560,47.7488,-122.304
3,1.0,1660,47.7485,-122.3
